loyalty_number,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_cost_points_redeemed,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,enrollment_type,cancellation_year,cancellation_month,salary_bracket
100883,34,53659,53659.0,0,0,Canada,Manitoba,Winnipeg,R3R 3T4,Female,College,79245.6094087527,Single,Star,Standard,0.0,5.0,Medium
101018,41,71919,71919.0,1186,214,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,56523.0,Married,Nova,Standard,0.0,9.0,Medium
101487,56,72589,72589.0,2912,525,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,91817.0,Married,Aurora,Standard,0.0,0.0,Medium
101515,29,50433,50433.0,2043,368,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,68711.0,Married,Nova,Standard,0.0,0.0,Medium
101540,30,49094,49094.0,931,168,Canada,Ontario,London,M5B 3E4,Female,Bachelor,69020.0,Single,Star,Standard,0.0,0.0,Medium
101544,40,61432,61432.0,1722,310,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,56531.0,Married,Nova,Standard,0.0,0.0,Medium
101547,17,32918,32918.0,576,104,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
101581,36,49542,49542.0,1104,199,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,87781.0,Married,Star,Standard,0.0,0.0,Medium
101594,43,58229,58229.0,1319,237,Canada,Ontario,Toronto,P2T 6G3,Male,Doctor,239867.0,Divorced,Star,Standard,0.0,0.0,High
101664,29,40987,40987.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,87654.0,Married,Aurora,Standard,0.0,0.0,Medium
101709,38,59596,59596.0,456,82,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,66733.0,Single,Aurora,Standard,2018.0,0.0,Medium
101895,27,47305,47305.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,81883.0,Single,Nova,Standard,0.0,0.0,Medium
101945,39,63004,63004.0,1219,219,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,86098.0,Married,Star,Standard,0.0,0.0,Medium
102168,25,40495,40495.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,75265.0,Divorced,Nova,Standard,0.0,0.0,Medium
102207,25,37889,37889.0,0,0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,86413.0,Divorced,Nova,Standard,0.0,0.0,Medium
102299,48,59570,59570.0,0,0,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
102308,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
102311,51,83581,83581.0,1396,252,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,76485.0,Single,Star,Standard,0.0,0.0,Medium
102740,5,8927,8927.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,100571.0,Married,Star,Standard,0.0,0.0,High
102877,45,75358,75358.0,908,163,Canada,Ontario,Trenton,K8V 4B2,Female,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
102982,29,34835,34835.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,84442.0,Married,Aurora,Standard,0.0,0.0,Medium
103151,31,52486,52486.0,912,164,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,64962.0,Married,Aurora,Standard,0.0,0.0,Medium
103217,36,56399,56399.0,0,0,Canada,Quebec,Montreal,H2T 2J6,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
103352,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,69742.0,Married,Aurora,Standard,2015.0,0.0,Medium
103359,53,82249,82249.0,564,102,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
103362,3,4485,4485.0,0,0,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
103383,0,0,0.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,Doctor,65018.0,Married,Aurora,Standard,2016.0,0.0,Medium
103536,59,80954,80954.0,539,97,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
103758,18,27295,27295.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,103461.0,Single,Star,Standard,0.0,0.0,High
103860,40,65428,65428.0,1794,322,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,75348.0,Married,Nova,Standard,0.0,0.0,Medium
103916,36,54436,54436.0,892,160,Canada,Alberta,Edmonton,T3G 6Y6,Female,High School or Below,60894.0,Married,Star,Standard,0.0,0.0,Medium
103969,33,46744,46744.0,1131,203,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,52405.0,Married,Aurora,Standard,0.0,0.0,Medium
103970,45,56234,56234.0,0,0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,221857.0,Married,Aurora,Standard,0.0,9.0,High
103985,4,6269,6269.0,0,0,Canada,Ontario,Toronto,M2Z 4K1,Male,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
104431,43,77644,77644.0,1771,320,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,243591.0,Married,Nova,Standard,0.0,0.0,High
104541,34,40283,40283.0,1472,264,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,64827.0,Married,Nova,Standard,0.0,0.0,Medium
104732,37,54081,54081.0,403,73,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,50930.0,Married,Nova,Standard,0.0,0.0,Medium
104739,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,65565.0,Married,Nova,Standard,2014.0,0.0,Medium
104849,35,53641,53641.0,363,65,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,63326.0,Married,Nova,Standard,0.0,0.0,Medium
104960,32,48555,48555.0,589,106,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,90265.0,Married,Star,Standard,0.0,0.0,Medium
105074,46,66078,66078.0,1567,281,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,79727.0,Married,Nova,Standard,0.0,0.0,Medium
105145,0,0,0.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
105193,3,6621,6621.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,92396.0,Married,Nova,Standard,0.0,0.0,Medium
105352,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245.6094087527,Single,Star,Standard,2014.0,0.0,Medium
105688,45,71537,71537.0,1004,181,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
105700,0,0,0.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,79245.6094087527,Single,Nova,Standard,2015.0,0.0,Medium
105712,31,46412,46412.0,1168,210,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
105789,38,68173,68173.0,687,124,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,79245.6094087527,Single,Nova,Standard,0.0,0.0,Medium
105835,35,41790,62685.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,41085.0,Married,Star,2018 Promotion,0.0,0.0,Low
105841,73,105928,138183.0,522,94,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55130.0,Married,Star,2018 Promotion,0.0,0.0,Medium
105992,42,61310,61310.0,1647,296,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,75700.0,Married,Nova,Standard,0.0,0.0,Medium
106001,76,119565,119565.0,2698,485,Canada,Quebec,Montreal,H2Y 4R4,Female,High School or Below,39000.0,Single,Star,Standard,0.0,0.0,Low
106046,48,98729,126588.0,943,169,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,16628.0,Single,Star,2018 Promotion,0.0,0.0,Low
106397,25,35660,35660.0,450,81,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
106592,47,76347,76347.0,1003,181,Canada,Alberta,Banff,T4V 1D4,Male,Doctor,298661.0,Married,Nova,Standard,0.0,0.0,High
106757,35,53926,53926.0,0,0,Canada,Alberta,Edmonton,T9G 1W3,Male,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
106776,43,68400,68400.0,1109,200,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,50611.0,Married,Star,Standard,0.0,0.0,Medium
106838,39,71555,71555.0,0,0,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58674.0,Married,Aurora,Standard,0.0,0.0,Medium
106839,45,64569,64569.0,662,119,Canada,Ontario,London,M5B 3E4,Male,Bachelor,63081.0,Married,Nova,Standard,0.0,0.0,Medium
106936,45,71149,71149.0,948,171,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,67299.0,Married,Nova,Standard,0.0,0.0,Medium
106946,50,78216,78216.0,2449,441,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,55446.0,Married,Star,Standard,0.0,0.0,Medium
106964,4,5889,5889.0,512,92,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,79245.6094087527,Single,Star,Standard,0.0,9.0,Medium
107037,31,37882,37882.0,669,120,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,62780.0,Married,Aurora,Standard,0.0,0.0,Medium
107067,35,46235,46235.0,1531,275,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,100598.0,Married,Star,Standard,0.0,0.0,High
107141,33,44019,44019.0,1950,350,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
107203,47,65065,65065.0,1110,200,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,94014.0,Divorced,Star,Standard,0.0,0.0,Medium
107212,39,58002,58002.0,2586,465,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,240146.0,Married,Star,Standard,0.0,0.0,High
107296,21,30104,30104.0,625,113,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,74457.0,Married,Aurora,Standard,0.0,0.0,Medium
107385,22,27287,27287.0,1331,239,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87890.0,Divorced,Star,Standard,0.0,0.0,Medium
107420,18,24132,24132.0,680,122,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,64290.0,Married,Aurora,Standard,2018.0,0.0,Medium
107466,24,36441,36441.0,491,88,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,66901.0,Married,Nova,Standard,0.0,0.0,Medium
107649,45,74576,74576.0,1296,233,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,94733.0,Married,Aurora,Standard,0.0,0.0,Medium
107730,37,64714,64714.0,1132,204,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,52961.0,Single,Aurora,Standard,0.0,0.0,Medium
107835,5,7565,7565.0,424,76,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,50363.0,Single,Star,Standard,0.0,0.0,Medium
107902,32,53948,53948.0,528,95,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,103122.0,Single,Nova,Standard,0.0,0.0,High
107993,32,45033,45033.0,0,0,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,52414.0,Married,Aurora,Standard,0.0,0.0,Medium
108367,14,19611,19611.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,54794.0,Married,Star,Standard,2018.0,0.0,Medium
108440,35,42687,42687.0,864,156,Canada,Ontario,London,M5B 3E4,Male,Bachelor,100884.0,Married,Star,Standard,0.0,0.0,High
108462,37,62792,62792.0,1945,350,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,64014.0,Married,Star,Standard,0.0,0.0,Medium
108528,51,78024,78024.0,595,107,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,53081.0,Divorced,Star,Standard,0.0,0.0,Medium
108625,46,69314,69314.0,932,167,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,81729.0,Married,Nova,Standard,0.0,0.0,Medium
108666,26,40864,40864.0,2005,361,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64417.0,Single,Aurora,Standard,0.0,0.0,Medium
108896,9,11764,11764.0,0,0,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,98771.0,Married,Nova,Standard,2018.0,0.0,Medium
109022,27,35598,35598.0,453,82,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,57960.0,Married,Nova,Standard,0.0,0.0,Medium
109023,35,64655,64655.0,1648,296,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,81333.0,Single,Aurora,Standard,0.0,0.0,Medium
109029,2,3944,3944.0,0,0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,74819.0,Divorced,Star,Standard,0.0,0.0,Medium
109399,33,58851,58851.0,0,0,Canada,Alberta,Calgary,T3E 2V9,Male,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
109495,44,75183,75183.0,454,82,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,82594.0,Married,Nova,Standard,0.0,0.0,Medium
109517,34,45001,45001.0,986,177,Canada,Ontario,Toronto,P5S 6R4,Female,College,79245.6094087527,Divorced,Nova,Standard,0.0,0.0,Medium
109612,17,30477,30477.0,667,120,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,College,79245.6094087527,Divorced,Aurora,Standard,2018.0,0.0,Medium
109660,42,69953,69953.0,1284,231,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,58026.0,Married,Nova,Standard,0.0,0.0,Medium
109767,44,66909,66909.0,1752,315,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,89062.0,Single,Star,Standard,0.0,0.0,Medium
109840,27,44876,44876.0,529,95,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,80921.0,Married,Star,Standard,0.0,0.0,Medium
110065,97,140924,211386.0,0,0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,82365.0,Single,Aurora,2018 Promotion,0.0,0.0,Medium
110099,36,59296,59296.0,1486,267,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
110142,73,106897,152688.0,334,60,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,79245.6094087527,Single,Star,2018 Promotion,2018.0,0.0,Medium
110170,7,11198,11198.0,523,94,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,53189.0,Divorced,Nova,Standard,0.0,0.0,Medium
110211,26,38248,38248.0,0,0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,64417.0,Single,Nova,Standard,2017.0,0.0,Medium
110262,45,76551,78849.0,808,145,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,52267.0,Married,Aurora,2018 Promotion,0.0,0.0,Medium
110296,34,53546,53546.0,488,88,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
110422,14,12513,12513.0,0,0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
110678,37,56217,56217.0,748,135,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,50879.0,Single,Star,Standard,0.0,0.0,Medium
111034,49,80677,80677.0,1503,270,Canada,Ontario,Toronto,M1R 4K3,Female,Master,118863.0,Divorced,Nova,Standard,0.0,0.0,High
111171,45,57660,57660.0,837,150,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
111286,32,49103,49103.0,332,60,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,55923.0,Married,Nova,Standard,0.0,0.0,Medium
111387,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,101960.0,Married,Star,Standard,2015.0,0.0,High
111646,24,45971,45971.0,1100,198,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,67445.0,Single,Aurora,Standard,2018.0,0.0,Medium
111788,65,95902,95902.0,1356,244,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,53537.0,Married,Nova,Standard,0.0,0.0,Medium
111912,47,77676,77676.0,628,113,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,77443.0,Divorced,Aurora,Standard,0.0,0.0,Medium
112026,56,99150,99150.0,989,178,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,185468.0,Divorced,Aurora,Standard,0.0,0.0,High
112393,48,80936,80936.0,2163,389,Canada,Ontario,Trenton,K8V 4B2,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
112661,10,9526,9526.0,597,107,Canada,Ontario,London,M5B 3E4,Male,Bachelor,86740.0,Married,Star,Standard,2017.0,0.0,Medium
112842,32,60931,60931.0,1223,220,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
112856,42,68536,68536.0,2105,378,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,46795.0,Married,Nova,Standard,0.0,0.0,Low
112863,40,56146,56146.0,1646,296,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78218.0,Married,Aurora,Standard,0.0,0.0,Medium
113040,29,55322,55322.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,65935.0,Divorced,Nova,Standard,0.0,0.0,Medium
113184,13,17942,17942.0,0,0,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,104262.0,Single,Star,Standard,0.0,0.0,High
113220,36,53362,53362.0,1732,312,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86215.0,Married,Star,Standard,0.0,0.0,Medium
113293,9,11095,11095.0,0,0,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,68245.0,Divorced,Star,Standard,0.0,0.0,Medium
113316,15,26262,26262.0,562,101,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,60156.0,Single,Aurora,Standard,2018.0,0.0,Medium
113442,5,9571,9571.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,84453.0,Divorced,Star,Standard,0.0,0.0,Medium
113779,37,45219,45219.0,521,94,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,233002.0,Married,Aurora,Standard,0.0,0.0,High
113804,25,32637,32637.0,1341,241,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
113831,57,72210,72210.0,470,85,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,47701.0,Married,Nova,Standard,0.0,0.0,Low
113861,26,34699,34699.0,727,131,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245.6094087527,Married,Star,Standard,0.0,0.0,Medium
113864,16,17202,17202.0,521,94,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,79913.0,Married,Star,Standard,0.0,0.0,Medium
113877,45,81297,81297.0,787,142,Canada,Ontario,Toronto,P2T 6G3,Female,College,79245.6094087527,Single,Star,Standard,0.0,0.0,Medium
113919,35,61012,61012.0,1189,214,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,61482.0,Married,Aurora,Standard,0.0,0.0,Medium
114018,33,48336,48336.0,480,86,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,78649.0,Married,Nova,Standard,0.0,0.0,Medium
114214,16,20894,20894.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245.6094087527,Married,Star,Standard,2018.0,0.0,Medium
114219,35,49604,49604.0,914,164,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,72888.0,Married,Nova,Standard,0.0,0.0,Medium
114242,38,53004,53004.0,953,172,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,68653.0,Married,Star,Standard,0.0,0.0,Medium
114307,33,46919,46919.0,733,132,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,104829.0,Married,Nova,Standard,0.0,0.0,High
114493,32,52349,52349.0,677,122,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,47036.0,Single,Aurora,Standard,0.0,0.0,Low
114700,16,18282,18282.0,0,0,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,134476.0,Married,Star,Standard,0.0,0.0,High
114857,38,52595,52595.0,533,96,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57148.0,Married,Nova,Standard,0.0,0.0,Medium
114983,27,44033,44033.0,0,0,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,71198.0,Married,Star,Standard,0.0,0.0,Medium
115198,0,0,0.0,0,0,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,55845.0,Married,Star,Standard,0.0,0.0,Medium
115322,48,76273,76273.0,1320,238,Canada,Ontario,Toronto,P1W 1K4,Female,Doctor,221857.0,Married,Aurora,Standard,0.0,0.0,High
115405,35,67404,67404.0,1636,295,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,50797.0,Single,Star,Standard,0.0,0.0,Medium
115427,46,61723,61723.0,1028,185,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,95967.0,Married,Nova,Standard,0.0,0.0,Medium
116288,33,47604,47604.0,1051,189,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,50072.0,Married,Star,Standard,0.0,0.0,Medium
116562,11,15412,15412.0,531,96,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,61014.0,Married,Nova,Standard,0.0,0.0,Medium
116703,25,38896,38896.0,1530,275,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,65838.0,Married,Star,Standard,0.0,0.0,Medium
116735,42,54211,54211.0,1371,247,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,92144.0,Married,Aurora,Standard,0.0,0.0,Medium
116895,38,44670,67005.0,497,89,Canada,Ontario,Toronto,P1J 8T7,Female,Doctor,299899.0,Married,Nova,2018 Promotion,0.0,0.0,High
116897,10,18542,18542.0,1238,223,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245.6094087527,Married,Nova,Standard,0.0,0.0,Medium
116948,14,18662,18662.0,1469,264,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,87262.0,Married,Nova,Standard,0.0,0.0,Medium
116999,40,62784,62784.0,0,0,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,55066.0,Married,Aurora,Standard,0.0,0.0,Medium
117033,35,42469,42469.0,953,172,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,49139.0,Married,Star,Standard,0.0,0.0,Low
117053,36,67867,67867.0,1019,183,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74994.0,Married,Aurora,Standard,0.0,0.0,Medium
117240,19,28749,28749.0,0,0,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,52528.0,Married,Aurora,Standard,0.0,0.0,Medium
117342,42,49782,49782.0,929,168,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,47178.0,Divorced,Star,Standard,0.0,0.0,Low
117408,44,73206,73206.0,0,0,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,79245.6094087527,Married,Aurora,Standard,0.0,0.0,Medium
117460,34,48495,48495.0,1412,254,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,60148.0,Divorced,Nova,Standard,0.0,0.0,Medium
117782,46,76507,76507.0,1268,229,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,97704.0,Divorced,Star,Standard,0.0,0.0,Medium
117832,0,0,0.0,0,0,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245.6094087527,Divorced,Star,Standard,2015.0,0.0,Medium
117975,1,1030,1030.0,0,0,Canada,Ontario,Kingston,M9K 2P4,Male,College,79245.6094087527,Single,Star,Standard,2017.0,0.0,Medium
118076,38,60263,60263.0,1704,307,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,98844.0,Divorced,Star,Standard,0.0,0.0,Medium
118298,0,0,0.0,0,0,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,53587.0,Married,Nova,Standard,2014.0,0.0,Medium
118332,33,54604,54604.0,782,141,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,48896.0,Single,Star,Standard,0.0,0.0,Low
118379,27,38304,38304.0,0,0,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,51923.0,Married,Nova,Standard,0.0,0.0,Medium
118418,79,103492,136680.0,355,64,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,50847.0,Married,Aurora,2018 Promotion,0.0,0.0,Medium
118511,4,5384,5384.0,0,0,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,97148.0,Single,Star,Standard,2017.0,0.0,Medium
118514,8,16759,16759.0,0,0,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,61008.0,Married,Aurora,Standard,0.0,0.0,Medium
118628,47,82624,82624.0,412,74,Canada,Ontario,Sudbury,M5V 1G5,Female,High School or Below,62006.0,Married,Star,Standard,0.0,0.0,Medium
118632,48,84784,84784.0,463,83,Canada,Ontario,Toronto,M8Y 4K8,Female,College,79245.6094087527,Single,Aurora,Standard,0.0,0.0,Medium
